CNN,STREET,ST_TYPE,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
1910000,41ST,AVE,LINCOLN WAY,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.50082 37.7644, -122.50069 37.762516))"
1917000,41ST,AVE,ORTEGA ST,PACHECO ST,15,YES,,,,,,,"MULTILINESTRING ((-122.4999 37.751328, -122.49977 37.749466))"
1907000,41ST,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.50159 37.775517, -122.50145 37.773647))"
1920000,41ST,AVE,RIVERA ST,SANTIAGO ST,15,YES,,,,,,,"MULTILINESTRING ((-122.49951 37.745735, -122.49938 37.743874))"
1921000,41ST,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.49938 37.743874, -122.49925 37.742))"
1923000,41ST,AVE,ULLOA ST,VICENTE ST,15,YES,,,,,,,"MULTILINESTRING ((-122.499115 37.74014, -122.498985 37.73828))"
1912000,41ST,AVE,JUDAH ST,KIRKHAM ST,0,,,,,,,,"MULTILINESTRING ((-122.50056 37.76066, -122.50042 37.75879))"
1922000,41ST,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.49925 37.742, -122.499115 37.74014))"
1915000,41ST,AVE,MORAGA ST,NORIEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50016 37.755047, -122.50003 37.753197))"
1916000,41ST,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.50003 37.753197, -122.4999 37.751328))"
1916000,41ST,AVE,NORIEGA ST,ORTEGA ST,15,YES,,,,,,,"MULTILINESTRING ((-122.50003 37.753197, -122.4999 37.751328))"
1904000,41ST,AVE,GEARY BLVD,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50188 37.77951, -122.50186 37.7793))"
1906000,41ST,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50172 37.77738, -122.50159 37.775517))"
1923000,41ST,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.499115 37.74014, -122.498985 37.73828))"
1921000,41ST,AVE,SANTIAGO ST,TARAVAL ST,15,YES,,,,,,,"MULTILINESTRING ((-122.49938 37.743874, -122.49925 37.742))"
1918000,41ST,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.49977 37.749466, -122.49964 37.7476))"
1919000,41ST,AVE,QUINTARA ST,RIVERA ST,0,,,,,,,,"MULTILINESTRING ((-122.49964 37.7476, -122.49951 37.745735))"
1917000,41ST,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.4999 37.751328, -122.49977 37.749466))"
1908000,41ST,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50145 37.773647, -122.50131 37.771782))"
1922000,41ST,AVE,TARAVAL ST,ULLOA ST,15,YES,,,,,,,"MULTILINESTRING ((-122.49925 37.742, -122.499115 37.74014))"
1913000,41ST,AVE,KIRKHAM ST,LAWTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50042 37.75879, -122.50029 37.756924))"
1905000,41ST,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.50186 37.7793, -122.50172 37.77738))"
1920000,41ST,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.49951 37.745735, -122.49938 37.743874))"
1924000,41ST,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.498856 37.736412, -122.49878 37.73528, -122.49878 37.735065, -122.49885 37.734837, -122.49902 37.73456))"
1924000,41ST,AVE,WAWONA ST,YORBA ST,15,YES,,,,,,,"MULTILINESTRING ((-122.498856 37.736412, -122.49878 37.73528, -122.49878 37.735065, -122.49885 37.734837, -122.49902 37.73456))"
1914000,41ST,AVE,LAWTON ST,MORAGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50029 37.756924, -122.50016 37.755047))"
1939000,42ND,AVE,ORTEGA ST,PACHECO ST,0,,,,,,,,"MULTILINESTRING ((-122.50098 37.75128, -122.50085 37.74942))"
1937000,42ND,AVE,MORAGA ST,NORIEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.501236 37.754997, -122.50111 37.753147))"
1944000,42ND,AVE,TARAVAL ST,ULLOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50032 37.741955, -122.50019 37.74009))"
1936000,42ND,AVE,LAWTON ST,MORAGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50136 37.756878, -122.501236 37.754997))"
1943000,42ND,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.50045 37.743828, -122.50032 37.741955))"
1946000,42ND,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.500046 37.738235, -122.49992 37.736366))"
1934000,42ND,AVE,JUDAH ST,KIRKHAM ST,15,YES,,,,,,,"MULTILINESTRING ((-122.501625 37.76061, -122.501495 37.758743))"
1926000,42ND,AVE,CLEMENT ST,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.503075 37.781174, -122.50296 37.779606))"
1945000,42ND,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.50019 37.74009, -122.500046 37.738235))"
1933000,42ND,AVE,IRVING ST,JUDAH ST,0,,,,,,,,"MULTILINESTRING ((-122.501755 37.76247, -122.501625 37.76061))"
1932000,42ND,AVE,LINCOLN WAY,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.501884 37.764355, -122.501755 37.76247))"
1947000,42ND,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.49992 37.736366, -122.499855 37.735363, -122.49988 37.73516, -122.500046 37.7349))"
1943000,42ND,AVE,SANTIAGO ST,TARAVAL ST,15,YES,,,,,,,"MULTILINESTRING ((-122.50045 37.743828, -122.50032 37.741955))"
1942000,42ND,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.50059 37.745686, -122.50045 37.743828))"
1940000,42ND,AVE,PACHECO ST,QUINTARA ST,0,,,,,,,,"MULTILINESTRING ((-122.50085 37.74942, -122.50071 37.74755))"
1941000,42ND,AVE,QUINTARA ST,RIVERA ST,0,,,,,,,,"MULTILINESTRING ((-122.50071 37.74755, -122.50059 37.745686))"
1947000,42ND,AVE,WAWONA ST,SLOAT BLVD,15,YES,,,,,,,"MULTILINESTRING ((-122.49992 37.736366, -122.499855 37.735363, -122.49988 37.73516, -122.500046 37.7349))"
1934000,42ND,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.501625 37.76061, -122.501495 37.758743))"
1935000,42ND,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.501495 37.758743, -122.50136 37.756878))"
1931000,42ND,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.502525 37.773598, -122.50239 37.771732))"
1930000,42ND,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.502655 37.775467, -122.502525 37.773598))"
1942000,42ND,AVE,RIVERA ST,SANTIAGO ST,15,YES,,,,,,,"MULTILINESTRING ((-122.50059 37.745686, -122.50045 37.743828))"
1938000,42ND,AVE,NORIEGA ST,ORTEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50111 37.753147, -122.50098 37.75128))"
1945000,42ND,AVE,ULLOA ST,VICENTE ST,15,YES,,,,,,,"MULTILINESTRING ((-122.50019 37.74009, -122.500046 37.738235))"
1928000,42ND,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.50293 37.77925, -122.50279 37.777332))"
1929000,42ND,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50279 37.777332, -122.502655 37.775467))"
1946000,42ND,AVE,VICENTE ST,WAWONA ST,15,YES,,,,,,,"MULTILINESTRING ((-122.500046 37.738235, -122.49992 37.736366))"
1935000,42ND,AVE,KIRKHAM ST,LAWTON ST,15,YES,,,,,,,"MULTILINESTRING ((-122.501495 37.758743, -122.50136 37.756878))"
1927000,42ND,AVE,GEARY BLVD,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50296 37.779606, -122.50293 37.77925))"
1955000,43RD,AVE,IRVING ST,JUDAH ST,0,,,,,,,,"MULTILINESTRING ((-122.50283 37.76242, -122.5027 37.760563))"
1965000,43RD,AVE,SANTIAGO ST,TARAVAL ST,0,,,,,,,,"MULTILINESTRING ((-122.501526 37.74378, -122.50139 37.741905))"
1964000,43RD,AVE,RIVERA ST,SANTIAGO ST,0,,,,,,,,"MULTILINESTRING ((-122.501656 37.74564, -122.501526 37.74378))"
1966000,43RD,AVE,TARAVAL ST,ULLOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50139 37.741905, -122.50126 37.740044))"
1960000,43RD,AVE,NORIEGA ST,ORTEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.502174 37.7531, -122.502045 37.751236))"
1952000,43RD,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.50373 37.775417, -122.50359 37.77355))"
1958000,43RD,AVE,LAWTON ST,MORAGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50243 37.75683, -122.502304 37.754948))"
1950000,43RD,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.504005 37.779205, -122.50387 37.777283))"
1954000,43RD,AVE,LINCOLN WAY,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.50296 37.764305, -122.50283 37.76242))"
1948000,43RD,AVE,CLEMENT ST,POINT LOBOS AVE,0,,,,,,,,"MULTILINESTRING ((-122.50415 37.78112, -122.50404 37.7797))"
1968000,43RD,AVE,VICENTE ST,WAWONA ST,0,,,,,,,,"MULTILINESTRING ((-122.50113 37.738186, -122.501 37.736317))"
1953000,43RD,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50359 37.77355, -122.503456 37.771683))"
1956000,43RD,AVE,JUDAH ST,KIRKHAM ST,15,YES,,,,,,,"MULTILINESTRING ((-122.5027 37.760563, -122.50257 37.758694))"
1961000,43RD,AVE,ORTEGA ST,PACHECO ST,0,,,,,,,,"MULTILINESTRING ((-122.502045 37.751236, -122.501915 37.74937))"
1967000,43RD,AVE,ULLOA ST,VICENTE ST,0,,,,,,,,"MULTILINESTRING ((-122.50126 37.740044, -122.50113 37.738186))"
1956000,43RD,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.5027 37.760563, -122.50257 37.758694))"
1949000,43RD,AVE,POINT LOBOS AVE,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50404 37.7797, -122.504005 37.779205))"
1963000,43RD,AVE,QUINTARA ST,RIVERA ST,0,,,,,,,,"MULTILINESTRING ((-122.501785 37.747505, -122.501656 37.74564))"
1959000,43RD,AVE,MORAGA ST,NORIEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.502304 37.754948, -122.502174 37.7531))"
1957000,43RD,AVE,KIRKHAM ST,LAWTON ST,15,YES,,,,,,,"MULTILINESTRING ((-122.50257 37.758694, -122.50243 37.75683))"
1969000,43RD,AVE,WAWONA ST,SLOAT BLVD,0,,,,,,,,"MULTILINESTRING ((-122.501 37.736317, -122.500946 37.735466, -122.50108 37.735203))"
1957000,43RD,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.50257 37.758694, -122.50243 37.75683))"
1951000,43RD,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50387 37.777283, -122.50373 37.775417))"
1962000,43RD,AVE,PACHECO ST,QUINTARA ST,0,,,,,,,,"MULTILINESTRING ((-122.501915 37.74937, -122.501785 37.747505))"
1990000,44TH,AVE,VICENTE ST,WAWONA ST,0,,,,,,,,"MULTILINESTRING ((-122.502205 37.73814, -122.50207 37.73627))"
1979000,44TH,AVE,KIRKHAM ST,LAWTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50364 37.758648, -122.50351 37.756783))"
1991000,44TH,AVE,WAWONA ST,SLOAT BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50207 37.73627, -122.502014 37.73551))"
1972000,44TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.50507 37.779156, -122.50494 37.777233))"
1986000,44TH,AVE,RIVERA ST,SANTIAGO ST,0,,,,,,,,"MULTILINESTRING ((-122.50273 37.745594, -122.502594 37.743732))"
1988000,44TH,AVE,TARAVAL ST,ULLOA ST,0,,,,,,,,"MULTILINESTRING ((-122.502464 37.741856, -122.502335 37.739998))"
1970000,44TH,AVE,CLEMENT ST,POINT LOBOS AVE,0,,,,,,,,"MULTILINESTRING ((-122.50521 37.78107, -122.50512 37.779797))"
1980000,44TH,AVE,LAWTON ST,MORAGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50351 37.756783, -122.50338 37.75492))"
1983000,44TH,AVE,ORTEGA ST,PACHECO ST,0,,,,,,,,"MULTILINESTRING ((-122.50312 37.751186, -122.50299 37.749325))"
1982000,44TH,AVE,NORIEGA ST,ORTEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50325 37.753056, -122.50312 37.751186))"
1976000,44TH,AVE,LINCOLN WAY,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.504036 37.764256, -122.50391 37.762375))"
1975000,44TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50467 37.7735, -122.50453 37.771637))"
1977000,44TH,AVE,IRVING ST,JUDAH ST,0,,,,,,,,"MULTILINESTRING ((-122.50391 37.762375, -122.50377 37.760513))"
1974000,44TH,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.50481 37.775368, -122.50467 37.7735))"
1989000,44TH,AVE,ULLOA ST,VICENTE ST,0,,,,,,,,"MULTILINESTRING ((-122.502335 37.739998, -122.502205 37.73814))"
1971000,44TH,AVE,POINT LOBOS AVE,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50512 37.779797, -122.50507 37.779156))"
1981000,44TH,AVE,MORAGA ST,NORIEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50338 37.75492, -122.50325 37.753056))"
1984000,44TH,AVE,PACHECO ST,QUINTARA ST,0,,,,,,,,"MULTILINESTRING ((-122.50299 37.749325, -122.50285 37.747456))"
1973000,44TH,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50494 37.777233, -122.50481 37.775368))"
1985000,44TH,AVE,QUINTARA ST,RIVERA ST,0,,,,,,,,"MULTILINESTRING ((-122.50285 37.747456, -122.50273 37.745594))"
1978000,44TH,AVE,JUDAH ST,KIRKHAM ST,0,,,,,,,,"MULTILINESTRING ((-122.50377 37.760513, -122.50364 37.758648))"
1987000,44TH,AVE,SANTIAGO ST,TARAVAL ST,0,,,,,,,,"MULTILINESTRING ((-122.502594 37.743732, -122.502464 37.741856))"
1995000,45TH,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50601 37.777184, -122.505875 37.77532))"
2009000,45TH,AVE,SANTIAGO ST,TARAVAL ST,0,,,,,,,,"MULTILINESTRING ((-122.50367 37.743687, -122.50353 37.74181))"
2010000,45TH,AVE,TARAVAL ST,ULLOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50353 37.74181, -122.5034 37.73995))"
2000000,45TH,AVE,JUDAH ST,KIRKHAM ST,0,,,,,,,,"MULTILINESTRING ((-122.504845 37.760468, -122.504715 37.758602))"
2012000,45TH,AVE,VICENTE ST,WAWONA ST,0,,,,,,,,"MULTILINESTRING ((-122.50327 37.738094, -122.50314 37.736225))"
2001000,45TH,AVE,KIRKHAM ST,LAWTON ST,0,,,,,,,,"MULTILINESTRING ((-122.504715 37.758602, -122.50458 37.756737))"
2013000,45TH,AVE,WAWONA ST,SLOAT BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50314 37.736225, -122.50309 37.735462))"
2008000,45TH,AVE,RIVERA ST,SANTIAGO ST,0,,,,,,,,"MULTILINESTRING ((-122.5038 37.745544, -122.50367 37.743687))"
2003000,45TH,AVE,MORAGA ST,NORIEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50445 37.754875, -122.50432 37.753006))"
2006000,45TH,AVE,PACHECO ST,QUINTARA ST,0,,,,,,,,"MULTILINESTRING ((-122.50406 37.74928, -122.50393 37.74741))"
1993000,45TH,AVE,POINT LOBOS AVE,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50621 37.779892, -122.50615 37.779106))"
2007000,45TH,AVE,QUINTARA ST,RIVERA ST,0,,,,,,,,"MULTILINESTRING ((-122.50393 37.74741, -122.5038 37.745544))"
1996000,45TH,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.505875 37.77532, -122.50574 37.773453))"
1998000,45TH,AVE,LINCOLN WAY,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.505104 37.76421, -122.504974 37.76233))"
2005000,45TH,AVE,ORTEGA ST,PACHECO ST,0,,,,,,,,"MULTILINESTRING ((-122.50419 37.75114, -122.50406 37.74928))"
2004000,45TH,AVE,NORIEGA ST,ORTEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50432 37.753006, -122.50419 37.75114))"
2011000,45TH,AVE,ULLOA ST,VICENTE ST,0,,,,,,,,"MULTILINESTRING ((-122.5034 37.73995, -122.50327 37.738094))"
1994000,45TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.50615 37.779106, -122.50601 37.777184))"
1997000,45TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50574 37.773453, -122.5056 37.771587))"
1992000,45TH,AVE,CLEMENT ST,POINT LOBOS AVE,0,,,,,,,,"MULTILINESTRING ((-122.50629 37.78099, -122.50621 37.779892))"
2002000,45TH,AVE,LAWTON ST,MORAGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50458 37.756737, -122.50445 37.754875))"
1999000,45TH,AVE,IRVING ST,JUDAH ST,0,,,,,,,,"MULTILINESTRING ((-122.504974 37.76233, -122.504845 37.760468))"
2032000,46TH,AVE,TARAVAL ST,ULLOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50461 37.74176, -122.50448 37.739902))"
2021000,46TH,AVE,IRVING ST,JUDAH ST,0,,,,,,,,"MULTILINESTRING ((-122.50604 37.76228, -122.50591 37.760418))"
2018000,46TH,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.50694 37.77527, -122.506805 37.773403))"
2024000,46TH,AVE,LAWTON ST,MORAGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50565 37.756687, -122.50552 37.754826))"
2035000,46TH,AVE,WAWONA ST,SLOAT BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50421 37.736176, -122.50417 37.735554))"
2019000,46TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.506805 37.773403, -122.506676 37.771538))"
2023000,46TH,AVE,KIRKHAM ST,LAWTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50578 37.758556, -122.50565 37.756687))"
2028000,46TH,AVE,PACHECO ST,QUINTARA ST,0,,,,,,,,"MULTILINESTRING ((-122.505135 37.74923, -122.505005 37.747364))"
2029000,46TH,AVE,QUINTARA ST,RIVERA ST,0,,,,,,,,"MULTILINESTRING ((-122.505005 37.747364, -122.504875 37.7455))"
2015000,46TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.50722 37.779057, -122.50708 37.777138))"
2014000,46TH,AVE,POINT LOBOS AVE,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.507286 37.779976, -122.50722 37.779057))"
2016000,46TH,AVE,ANZA ST,SUTRO HEIGHTS AVE,0,,,,,,,,"MULTILINESTRING ((-122.50708 37.777138, -122.50701 37.77619))"
2027000,46TH,AVE,ORTEGA ST,PACHECO ST,0,,,,,,,,"MULTILINESTRING ((-122.505264 37.751087, -122.505135 37.74923))"
2031000,46TH,AVE,SANTIAGO ST,TARAVAL ST,0,,,,,,,,"MULTILINESTRING ((-122.50474 37.743637, -122.50461 37.74176))"
2026000,46TH,AVE,NORIEGA ST,ORTEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.505394 37.75296, -122.505264 37.751087))"
2025000,46TH,AVE,MORAGA ST,NORIEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50552 37.754826, -122.505394 37.75296))"
2022000,46TH,AVE,JUDAH ST,KIRKHAM ST,0,,,,,,,,"MULTILINESTRING ((-122.50591 37.760418, -122.50578 37.758556))"
2020000,46TH,AVE,LINCOLN WAY,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.50618 37.76416, -122.50604 37.76228))"
2030000,46TH,AVE,RIVERA ST,SANTIAGO ST,0,,,,,,,,"MULTILINESTRING ((-122.504875 37.7455, -122.50474 37.743637))"
2033000,46TH,AVE,ULLOA ST,VICENTE ST,0,,,,,,,,"MULTILINESTRING ((-122.50448 37.739902, -122.50435 37.738045))"
2034000,46TH,AVE,VICENTE ST,WAWONA ST,0,,,,,,,,"MULTILINESTRING ((-122.50435 37.738045, -122.50421 37.736176))"
2017000,46TH,AVE,SUTRO HEIGHTS AVE,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50701 37.77619, -122.50694 37.77527))"
2048000,47TH,AVE,MORAGA ST,NORIEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50659 37.75478, -122.50646 37.75291))"
2057000,47TH,AVE,VICENTE ST,CUTLER AVE,0,,,,,,,,"MULTILINESTRING ((-122.50542 37.738, -122.50535 37.737064))"
2036000,47TH,AVE,POINT LOBOS AVE,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.508354 37.77992, -122.508286 37.779007))"
2040000,47TH,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.50801 37.77522, -122.50787 37.773354))"
2042000,47TH,AVE,FULTON ST,JOHN F KENNEDY DR,0,,,,,,,,"MULTILINESTRING ((-122.50774 37.77149, -122.50773 37.77113, -122.5078 37.770603, -122.50785 37.770344, -122.50794 37.76999, -122.50807 37.769604, -122.50826 37.76923))"
2045000,47TH,AVE,JUDAH ST,KIRKHAM ST,0,,,,,,,,"MULTILINESTRING ((-122.50699 37.760372, -122.50685 37.758507))"
2054000,47TH,AVE,SANTIAGO ST,TARAVAL ST,0,,,,,,,,"MULTILINESTRING ((-122.50581 37.74359, -122.50568 37.74171))"
2041000,47TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50787 37.773354, -122.50774 37.77149))"
2059000,47TH,AVE,WAWONA ST,SLOAT BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50529 37.73613, -122.50524 37.73547))"
2046000,47TH,AVE,KIRKHAM ST,LAWTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50685 37.758507, -122.50672 37.75664))"
2051000,47TH,AVE,PACHECO ST,QUINTARA ST,0,,,,,,,,"MULTILINESTRING ((-122.5062 37.749184, -122.50607 37.747314))"
2047000,47TH,AVE,LAWTON ST,MORAGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50672 37.75664, -122.50659 37.75478))"
2044000,47TH,AVE,IRVING ST,JUDAH ST,0,,,,,,,,"MULTILINESTRING ((-122.50712 37.762234, -122.50699 37.760372))"
2053000,47TH,AVE,RIVERA ST,SANTIAGO ST,0,,,,,,,,"MULTILINESTRING ((-122.50594 37.745453, -122.50581 37.74359))"
2049000,47TH,AVE,NORIEGA ST,ORTEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50646 37.75291, -122.50633 37.751045))"
2050000,47TH,AVE,ORTEGA ST,PACHECO ST,0,,,,,,,,"MULTILINESTRING ((-122.50633 37.751045, -122.5062 37.749184))"
2055000,47TH,AVE,TARAVAL ST,ULLOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50568 37.74171, -122.50555 37.739853))"
2038000,47TH,AVE,ANZA ST,SUTRO HEIGHTS AVE,0,,,,,,,,"MULTILINESTRING ((-122.50815 37.77709, -122.50808 37.776146))"
2037000,47TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.508286 37.779007, -122.50815 37.77709))"
2039000,47TH,AVE,SUTRO HEIGHTS AVE,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50808 37.776146, -122.50801 37.77522))"
2043000,47TH,AVE,LINCOLN WAY,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.50725 37.76411, -122.50712 37.762234))"
2056000,47TH,AVE,ULLOA ST,VICENTE ST,0,,,,,,,,"MULTILINESTRING ((-122.50555 37.739853, -122.50542 37.738))"
2058000,47TH,AVE,CUTLER AVE,WAWONA ST,0,,,,,,,,"MULTILINESTRING ((-122.50535 37.737064, -122.50529 37.73613))"
2052000,47TH,AVE,QUINTARA ST,RIVERA ST,0,,,,,,,,"MULTILINESTRING ((-122.50607 37.747314, -122.50594 37.745453))"
2060000,48TH,AVE,EL CAMINO DEL MAR,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.50942 37.779846, -122.50935 37.77896))"
2068000,48TH,AVE,JUDAH ST,KIRKHAM ST,0,,,,,,,,"MULTILINESTRING ((-122.50806 37.760326, -122.50792 37.75846))"
2071000,48TH,AVE,MORAGA ST,NORIEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50766 37.75473, -122.50753 37.752865))"
2065000,48TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50894 37.773304, -122.50881 37.771442))"
2076000,48TH,AVE,RIVERA ST,SANTIAGO ST,0,,,,,,,,"MULTILINESTRING ((-122.50702 37.745403, -122.50688 37.74354))"
2073000,48TH,AVE,ORTEGA ST,PACHECO ST,0,,,,,,,,"MULTILINESTRING ((-122.5074 37.751, -122.50727 37.749134))"
2066000,48TH,AVE,LINCOLN WAY,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.508316 37.764072, -122.50819 37.762184))"
2069000,48TH,AVE,KIRKHAM ST,LAWTON ST,0,,,,,,,,"MULTILINESTRING ((-122.50792 37.75846, -122.50779 37.756596))"
2072000,48TH,AVE,NORIEGA ST,ORTEGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50753 37.752865, -122.5074 37.751))"
2063000,48TH,AVE,SUTRO HEIGHTS AVE,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50915 37.776096, -122.50908 37.775173))"
2064000,48TH,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.50908 37.775173, -122.50894 37.773304))"
2067000,48TH,AVE,IRVING ST,JUDAH ST,0,,,,,,,,"MULTILINESTRING ((-122.50819 37.762184, -122.50806 37.760326))"
2061000,48TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.50935 37.77896, -122.50922 37.77704))"
2078000,48TH,AVE,TARAVAL ST,ULLOA ST,0,,,,,,,,"MULTILINESTRING ((-122.50685 37.74167, -122.50674 37.741592, -122.506615 37.739906, -122.50666 37.739807))"
2070000,48TH,AVE,LAWTON ST,MORAGA ST,0,,,,,,,,"MULTILINESTRING ((-122.50779 37.756596, -122.50766 37.75473))"
2077000,48TH,AVE,SANTIAGO ST,TARAVAL ST,0,,,,,,,,"MULTILINESTRING ((-122.50688 37.74354, -122.50676 37.74176, -122.50685 37.74167))"
2075000,48TH,AVE,QUINTARA ST,RIVERA ST,0,,,,,,,,"MULTILINESTRING ((-122.50715 37.74727, -122.50702 37.745403))"
